First_Name,Last_Name,Phone,Email,Register_Number,Institution_Name,Mode,Course_Name,Total,Entry_Date,Payment_Status
plxdw,cphgp,(467)783-630-1,plxdwcphgp@gmail.com,9al34062798,alvas,Offline,Web Development,5000,27-5-2021 14:34:18,not paid
wvbo,vbvr,(392)085-440-2,wvbovbvr@outlook.com,0nm46657457,nitte,Online,Java Full-stack,5500,8-8-2021 11:22:48,paid
cqw,wsm,(097)324-615-9,cqwwsm@gmail.com,0nm44961513,nitte,Offline,Cyber Security-l0,4500,26-7-2021 16:50:32,paid
blutdg,oslrj,(564)290-488-8,blutdgoslrj@yahoo.com,7m91611992,manipal,Online,iot,4000,16-9-2022 17:45:34,paid
wjoe,hjdq,(937)421-127-3,wjoehjdq@yahoo.com,2nm63008315,nitte,Online,Web Development-15weeks,3000,17-4-2023 12:20:10,paid
psqiq,ypfyy,(380)178-491-2,psqiqypfyy@gmail.com,0al83653671,alvas,Online,Web Development-15weeks,3000,4-9-2023 16:34:22,paid
nqfn,ocvr,(058)635-587-7,nqfnocvr@outlook.com,1mp60544917,mite,Offline,Web Development-15weeks,3000,8-2-2021 17:47:12,paid
jnbevnbd,vsxqe,(999)988-531-8,jnbevnbdvsxqe@yahoo.com,6mp29783988,mite,Offline,Java Full-stack,5500,23-8-2022 13:37:50,paid
wrguqf,jvvgy,(207)071-875-8,wrguqfjvvgy@gmail.com,0sp80110946,sdm,Online,ai-ml,6000,24-11-2021 15:34:10,paid
gyrn,vkxn,(550)860-782-2,gyrnvkxn@outlook.com,8nm24652353,nitte,Offline,iot,4000,16-5-2022 10:55:20,paid
apjlnxe,vucpf,(450)110-197-2,apjlnxevucpf@gmail.com,6sp43492793,sdm,Offline,Cyber Security-l0,4500,18-4-2023 10:9:16,paid
buudi,tvohg,(188)429-185-4,buuditvohg@yahoo.com,1sp29736957,sdm,Offline,Java Full-stack,5500,26-5-2022 17:22:4,paid
gfzzux,lxodf,(901)807-631-8,gfzzuxlxodf@yahoo.com,8nm48279160,nitte,Offline,Web Development,5000,15-12-2023 17:30:50,paid
tea,zdi,(924)058-827-9,teazdi@outlook.com,4nm48279878,nitte,Online,Java Full-stack,5500,28-7-2023 11:59:16,paid
eligjr,biyaj,(900)797-756-4,eligjrbiyaj@outlook.com,5mp55376610,mite,Online,Web Development-15weeks,3000,4-1-2022 10:53:18,not paid
vziyhc,xjcil,(891)312-792-6,vziyhcxjcil@gmail.com,4nm51953852,nitte,Online,Cyber Security-l1,5000,17-9-2022 16:16:34,paid
mtf,hdt,(537)102-589-6,mtfhdt@gmail.com,1mp04069620,mite,Offline,Web Development-15weeks,3000,7-8-2021 11:19:11,not paid
rkdjur,trosg,(623)432-268-8,rkdjurtrosg@outlook.com,4nm41581997,nitte,Offline,Cyber Security-l0,4500,23-3-2023 12:58:30,not paid
qmuxrc,wtevb,(052)869-609-9,qmuxrcwtevb@yahoo.com,5nm48122175,nitte,Online,Cyber Security-l0,4500,19-2-2023 16:56:50,paid
xudqm,quodr,(197)683-834-3,xudqmquodr@outlook.com,2nm58259400,nitte,Offline,Java Full-stack,5500,11-11-2022 11:14:38,paid
ahtuo,hsdtd,(649)258-537-1,ahtuohsdtd@yahoo.com,4m29595239,manipal,Offline,Web Development,5000,21-9-2021 14:5:19,paid
yfet,zrsq,(095)787-331-4,yfetzrsq@gmail.com,4al23260982,alvas,Offline,Web Development,5000,17-3-2022 10:53:23,not paid
krp,ukv,(518)185-015-8,krpukv@gmail.com,1nm94708250,nitte,Online,Cyber Security-l1,5000,7-1-2021 15:52:48,paid
okoid,imroz,(383)484-183-1,okoidimroz@outlook.com,4nm37214226,nitte,Offline,Java Full-stack,5500,19-11-2021 17:8:2,not paid
nwjczelb,vvzva,(832)559-368-8,nwjczelbvvzva@yahoo.com,9sp37027242,sdm,Online,Cyber Security-l0,4500,21-12-2021 10:45:49,not paid
xmyysqh,dxlcl,(336)005-521-0,xmyysqhdxlcl@gmail.com,5mp47386645,mite,Offline,Cyber Security-l0,4500,17-10-2021 15:37:18,not paid
hqbjut,rfivy,(291)773-678-7,hqbjutrfivy@gmail.com,8mp91164914,mite,Offline,Web Development,5000,15-9-2023 11:32:3,not paid
qjarxhyk,srjbf,(658)577-943-8,qjarxhyksrjbf@gmail.com,9sp11003568,sdm,Offline,Java Full-stack,5500,8-9-2022 13:27:1,paid
qipi,kepe,(751)502-220-4,qipikepe@outlook.com,0nm05616194,nitte,Online,iot,4000,25-4-2023 13:16:15,paid
srt,hhi,(512)155-372-7,srthhi@outlook.com,8mp73365947,mite,Online,Java Full-stack,5500,13-12-2023 17:46:25,not paid
ybuyhci,nvgqa,(116)713-166-0,ybuyhcinvgqa@outlook.com,7sp66890165,sdm,Offline,Cyber Security-l0,4500,16-6-2022 10:36:14,paid
hebxnfyk,zrdup,(249)153-374-0,hebxnfykzrdup@outlook.com,1nm41910265,nitte,Offline,Web Development-15weeks,3000,4-8-2021 16:32:43,not paid
qavm,xiqx,(742)815-768-4,qavmxiqx@outlook.com,6nm53197173,nitte,Online,Web Development,5000,25-11-2021 13:11:43,paid
fbvunsmc,wscid,(903)938-612-8,fbvunsmcwscid@yahoo.com,4mp55508241,mite,Online,Web Development,5000,15-9-2021 10:28:50,paid
xamam,sgxmr,(853)911-747-7,xamamsgxmr@yahoo.com,7mp27430287,mite,Online,Java Full-stack,5500,18-5-2023 13:6:3,not paid
ymgddr,wochk,(705)835-325-9,ymgddrwochk@yahoo.com,0m91819191,manipal,Online,Java Full-stack,5500,19-5-2021 10:21:39,paid
txq,vez,(663)912-423-0,txqvez@gmail.com,2mp51322105,mite,Online,Cyber Security-l1,5000,11-9-2022 13:56:16,paid
xnpgeifv,adghf,(195)572-018-9,xnpgeifvadghf@yahoo.com,5nm04736347,nitte,Offline,Web Development-15weeks,3000,21-5-2021 14:33:2,paid
oiteki,aerjy,(926)913-225-5,oitekiaerjy@outlook.com,9m61082556,manipal,Online,Web Development-15weeks,3000,18-9-2023 17:36:25,paid
wjzbovyg,tkfkn,(227)344-410-3,wjzbovygtkfkn@outlook.com,3m15704860,manipal,Offline,ai-ml,6000,14-4-2021 16:29:45,not paid
tretwqww,koxop,(135)550-710-6,tretwqwwkoxop@outlook.com,7sp25607941,sdm,Online,Web Development-15weeks,3000,21-12-2022 16:15:11,paid
ppryg,lgdzl,(942)470-094-0,ppryglgdzl@outlook.com,0sp83126505,sdm,Online,Web Development-15weeks,3000,21-9-2021 17:47:9,not paid
mop,jdv,(564)831-597-8,mopjdv@gmail.com,0m33408984,manipal,Offline,Cyber Security-l0,4500,24-7-2023 13:41:45,not paid
mtaj,todw,(700)963-521-4,mtajtodw@yahoo.com,2nm01214040,nitte,Offline,iot,4000,7-12-2021 10:37:27,paid
elr,jgk,(605)864-438-7,elrjgk@yahoo.com,2al11292491,alvas,Offline,ai-ml,6000,20-6-2023 16:44:14,not paid
gnnq,ungo,(262)915-641-5,gnnqungo@outlook.com,2al79776348,alvas,Online,Cyber Security-l1,5000,5-9-2022 14:12:30,paid
vvvscgnt,bhfwj,(334)342-806-3,vvvscgntbhfwj@outlook.com,6mp76668667,mite,Offline,Web Development-15weeks,3000,3-10-2022 15:30:1,paid
jiyl,drbh,(672)927-259-9,jiyldrbh@gmail.com,6m82782098,manipal,Online,Cyber Security-l0,4500,21-6-2022 15:30:16,not paid
inckatuc,mymim,(589)654-990-3,inckatucmymim@outlook.com,8m93589114,manipal,Offline,iot,4000,14-1-2022 10:32:2,not paid
ixjp,nvfa,(240)389-586-8,ixjpnvfa@yahoo.com,2nm65332673,nitte,Online,Web Development,5000,23-7-2022 15:47:38,paid
uznfdh,nzfpt,(120)431-909-1,uznfdhnzfpt@outlook.com,3nm69559954,nitte,Offline,Cyber Security-l1,5000,9-6-2022 17:27:15,paid
nroocpcy,kfwjx,(720)538-561-7,nroocpcykfwjx@outlook.com,2mp91315422,mite,Online,ai-ml,6000,28-9-2022 11:52:15,not paid
oslabvhm,fkdig,(845)269-064-3,oslabvhmfkdig@yahoo.com,1nm93358024,nitte,Online,ai-ml,6000,9-10-2022 15:47:14,paid
svbwryl,kegbo,(971)924-627-5,svbwrylkegbo@yahoo.com,0m69303967,manipal,Offline,Cyber Security-l1,5000,25-2-2023 15:29:34,paid
clbm,nrfz,(751)600-880-2,clbmnrfz@gmail.com,2mp50883525,mite,Online,Web Development-15weeks,3000,1-6-2021 13:8:27,paid
wzigble,rmgsm,(436)528-053-7,wzigblermgsm@yahoo.com,0al32079781,alvas,Offline,Cyber Security-l1,5000,7-9-2021 12:57:4,not paid
pkabwilw,uzdzf,(591)201-296-6,pkabwilwuzdzf@gmail.com,8sp62630308,sdm,Offline,Web Development-15weeks,3000,9-4-2022 15:17:33,paid
zgism,lqopo,(562)643-333-4,zgismlqopo@outlook.com,3m79528223,manipal,Online,Java Full-stack,5500,10-12-2022 15:55:40,not paid
mcfu,htum,(441)891-132-5,mcfuhtum@outlook.com,6mp14690919,mite,Online,Web Development,5000,13-7-2023 11:22:4,not paid
vgz,ght,(702)665-593-7,vgzght@outlook.com,4nm38141238,nitte,Online,iot,4000,24-3-2023 13:11:29,paid
eyk,ntz,(200)774-280-7,eykntz@outlook.com,5nm75485488,nitte,Online,Java Full-stack,5500,25-12-2022 13:29:25,paid
eqqmw,ijurx,(628)254-114-6,eqqmwijurx@yahoo.com,4m73654874,manipal,Offline,Cyber Security-l0,4500,2-12-2023 16:49:30,paid
trziv,lyczw,(953)420-818-2,trzivlyczw@yahoo.com,8mp27550084,mite,Online,Cyber Security-l0,4500,5-3-2021 14:25:49,paid
xzpijsmq,juszc,(247)774-075-2,xzpijsmqjuszc@yahoo.com,5mp95472740,mite,Online,Cyber Security-l1,5000,23-2-2021 12:15:35,not paid
uevoh,dckov,(350)717-489-3,uevohdckov@outlook.com,7al81383883,alvas,Offline,Web Development,5000,8-8-2022 12:30:9,not paid
unixuvof,mifns,(672)344-484-9,unixuvofmifns@outlook.com,1sp13368643,sdm,Offline,Cyber Security-l0,4500,6-1-2023 10:25:48,not paid
kflm,jlfe,(363)715-202-9,kflmjlfe@yahoo.com,9m48993170,manipal,Online,Web Development-15weeks,3000,27-3-2021 15:22:50,not paid
uvawac,ksxfk,(807)642-140-2,uvawacksxfk@gmail.com,0sp36534462,sdm,Offline,Java Full-stack,5500,8-8-2023 10:51:47,not paid
mpovshs,dniwl,(949)044-470-5,mpovshsdniwl@yahoo.com,1al43862580,alvas,Offline,ai-ml,6000,2-9-2023 14:52:17,not paid
rmwv,toqs,(058)726-908-1,rmwvtoqs@outlook.com,4mp49507777,mite,Offline,Java Full-stack,5500,14-2-2023 10:19:17,paid
wydf,yicw,(072)990-253-9,wydfyicw@yahoo.com,7m29593261,manipal,Offline,ai-ml,6000,8-7-2023 10:57:8,paid
twcc,jaxz,(006)484-658-9,twccjaxz@yahoo.com,4sp80311560,sdm,Offline,Cyber Security-l0,4500,3-10-2021 11:26:12,paid
avc,tjb,(850)034-282-9,avctjb@outlook.com,3m35082652,manipal,Online,Cyber Security-l1,5000,28-2-2023 11:11:37,paid
yicwq,nxnow,(057)785-183-7,yicwqnxnow@yahoo.com,2m04160810,manipal,Online,Web Development-15weeks,3000,15-9-2022 15:3:2,paid
fwbvp,zfszv,(216)178-163-3,fwbvpzfszv@outlook.com,7mp96193477,mite,Online,iot,4000,18-4-2023 12:30:50,not paid
hlg,wux,(232)991-378-7,hlgwux@yahoo.com,3nm20551368,nitte,Offline,Web Development,5000,24-9-2021 13:39:6,paid
kxivr,zokyc,(109)028-818-8,kxivrzokyc@gmail.com,8m32213351,manipal,Online,Web Development-15weeks,3000,11-12-2021 11:28:46,not paid
hnog,jfgc,(715)881-575-2,hnogjfgc@gmail.com,9sp75335289,sdm,Offline,Java Full-stack,5500,15-1-2021 14:25:4,paid
qgaiu,acygd,(864)566-102-5,qgaiuacygd@outlook.com,0sp44751481,sdm,Online,Web Development,5000,1-9-2023 15:31:50,paid
rrbfgh,etqpe,(648)573-453-7,rrbfghetqpe@yahoo.com,0mp96486948,mite,Offline,ai-ml,6000,23-12-2023 13:53:31,paid
xttoqaid,wnkce,(218)218-770-4,xttoqaidwnkce@outlook.com,1sp38766108,sdm,Offline,Java Full-stack,5500,20-2-2023 11:43:32,paid
mbyq,rhaj,(947)808-801-5,mbyqrhaj@outlook.com,0al36194906,alvas,Online,ai-ml,6000,27-10-2021 11:36:38,not paid
urtknz,gkquu,(797)978-944-9,urtknzgkquu@yahoo.com,5mp06772705,mite,Offline,iot,4000,22-4-2023 14:44:14,not paid
ylieyme,jvoky,(441)791-596-2,ylieymejvoky@yahoo.com,5m63556823,manipal,Offline,iot,4000,10-6-2023 12:43:47,not paid
busfmpbb,vahqe,(376)876-751-7,busfmpbbvahqe@yahoo.com,6nm94398667,nitte,Offline,Java Full-stack,5500,14-5-2022 17:41:38,paid
lubolz,uwvvx,(580)225-935-6,lubolzuwvvx@yahoo.com,8al32509740,alvas,Offline,Web Development,5000,12-7-2021 17:57:8,paid
uobnhvmc,pekmh,(866)136-233-2,uobnhvmcpekmh@gmail.com,9mp97541647,mite,Offline,ai-ml,6000,17-8-2023 15:21:49,not paid
hkbjvzsw,iyjwr,(973)415-889-0,hkbjvzswiyjwr@outlook.com,6al37088314,alvas,Online,Java Full-stack,5500,4-12-2021 16:9:24,not paid
scyekluh,jtrlp,(723)595-629-1,scyekluhjtrlp@gmail.com,3mp91366532,mite,Offline,ai-ml,6000,8-12-2022 10:53:12,not paid
cafztptf,bvjlu,(857)335-711-5,cafztptfbvjlu@gmail.com,7mp22544583,mite,Offline,Web Development-15weeks,3000,3-8-2023 13:57:43,paid
aye,wgy,(072)233-454-8,ayewgy@yahoo.com,2mp01678018,mite,Online,Cyber Security-l0,4500,8-4-2023 13:37:39,paid
losqph,zrkrk,(850)506-811-0,losqphzrkrk@yahoo.com,4al06306188,alvas,Offline,Cyber Security-l1,5000,2-2-2022 11:59:29,paid
hqibqj,qkcdz,(914)320-839-6,hqibqjqkcdz@gmail.com,6mp30169346,mite,Offline,iot,4000,20-3-2021 10:21:45,paid
tbc,kyq,(345)740-486-9,tbckyq@outlook.com,2sp79358108,sdm,Online,iot,4000,4-6-2021 14:34:25,not paid
mkdnj,hdelv,(201)985-335-2,mkdnjhdelv@gmail.com,8sp76288304,sdm,Offline,Web Development,5000,27-8-2023 11:35:40,not paid
aspwy,qizzl,(333)292-264-6,aspwyqizzl@gmail.com,2m40220020,manipal,Offline,Java Full-stack,5500,2-9-2021 10:10:47,paid
qidsprqv,xiewh,(158)816-884-7,qidsprqvxiewh@yahoo.com,7m84227660,manipal,Offline,Web Development,5000,1-6-2021 16:23:12,paid
spwp,ruja,(710)177-303-7,spwpruja@outlook.com,0mp73497502,mite,Online,ai-ml,6000,12-6-2021 17:45:43,paid
wcxf,luck,(232)389-257-7,wcxfluck@yahoo.com,8m85851334,manipal,Offline,Java Full-stack,5500,23-2-2021 10:31:15,paid
wieu,vgxh,(546)738-500-6,wieuvgxh@gmail.com,1sp87261543,sdm,Online,Cyber Security-l1,5000,5-5-2023 16:2:44,paid
udlpzke,uqdzz,(201)334-156-0,udlpzkeuqdzz@yahoo.com,4sp87412233,sdm,Offline,iot,4000,1-9-2023 12:21:45,paid
ilaninph,irnzk,(879)806-505-7,ilaninphirnzk@yahoo.com,0al71665481,alvas,Online,Web Development,5000,21-3-2022 14:15:5,paid
gsut,ujkm,(508)829-393-2,gsutujkm@outlook.com,2sp16434895,sdm,Offline,Cyber Security-l0,4500,7-5-2022 10:24:31,paid
wrmjwl,gvyfl,(773)401-566-9,wrmjwlgvyfl@outlook.com,6al12803515,alvas,Offline,ai-ml,6000,22-10-2023 12:28:37,not paid
wkr,jgc,(668)952-632-5,wkrjgc@outlook.com,3nm89811346,nitte,Online,ai-ml,6000,14-7-2023 15:15:5,paid
orizvcm,uyeuy,(352)513-933-1,orizvcmuyeuy@yahoo.com,7m24562983,manipal,Online,iot,4000,10-5-2022 13:42:28,not paid
tacjwemh,ddscw,(461)875-354-0,tacjwemhddscw@outlook.com,7nm30738069,nitte,Online,Cyber Security-l0,4500,15-2-2023 17:50:20,not paid
ighapuif,qgyvu,(450)121-278-8,ighapuifqgyvu@gmail.com,1nm22426982,nitte,Online,Cyber Security-l1,5000,18-10-2021 17:30:6,paid
oypql,ldbol,(538)100-635-3,oypqlldbol@yahoo.com,2m01197183,manipal,Offline,Web Development,5000,21-1-2022 15:50:44,paid
xbekd,fcnyl,(419)521-174-5,xbekdfcnyl@outlook.com,1m48904713,manipal,Offline,Java Full-stack,5500,16-1-2021 11:30:50,not paid
dkhnoi,gcobl,(483)263-244-8,dkhnoigcobl@outlook.com,9mp03492887,mite,Online,Web Development-15weeks,3000,2-9-2022 17:49:29,paid
xwu,cvn,(769)074-662-0,xwucvn@yahoo.com,1m68895096,manipal,Offline,Web Development,5000,16-8-2022 11:7:3,paid
mnoa,mtyd,(199)271-428-5,mnoamtyd@outlook.com,3sp63777249,sdm,Offline,Java Full-stack,5500,17-11-2021 10:41:16,paid
phu,agn,(097)445-066-6,phuagn@outlook.com,3m04188968,manipal,Online,Web Development,5000,9-8-2023 10:48:1,paid
zpaezyk,hkglz,(320)348-672-3,zpaezykhkglz@gmail.com,4nm99918085,nitte,Online,Java Full-stack,5500,5-3-2021 13:24:6,not paid
rzkgjms,rwxyk,(454)116-931-7,rzkgjmsrwxyk@gmail.com,4mp25501326,mite,Online,Cyber Security-l0,4500,2-3-2023 16:34:35,not paid
xtgvrk,nxmxa,(387)869-058-9,xtgvrknxmxa@outlook.com,4m57559412,manipal,Offline,Web Development,5000,3-10-2021 13:43:31,paid
jawspe,aujrr,(692)185-651-0,jawspeaujrr@yahoo.com,4sp76376200,sdm,Online,Web Development,5000,2-6-2023 11:14:4,not paid
xxjso,clobx,(467)180-950-6,xxjsoclobx@yahoo.com,8nm44801805,nitte,Offline,ai-ml,6000,20-3-2022 16:19:13,not paid
pcgfy,frsdr,(880)780-949-0,pcgfyfrsdr@outlook.com,8al45917771,alvas,Online,Web Development-15weeks,3000,10-1-2022 12:39:31,paid
xznoyb,qwyzn,(691)294-815-2,xznoybqwyzn@gmail.com,0sp70215345,sdm,Offline,Web Development-15weeks,3000,20-4-2021 16:41:20,paid
dfelnezk,gxmfe,(700)147-334-6,dfelnezkgxmfe@outlook.com,8m03114896,manipal,Offline,iot,4000,2-12-2022 15:4:22,paid
ekfcfpmn,vscsz,(613)590-815-5,ekfcfpmnvscsz@outlook.com,1nm53805541,nitte,Online,Cyber Security-l1,5000,20-4-2023 15:49:6,paid
xub,wjz,(689)831-969-6,xubwjz@yahoo.com,5sp98481027,sdm,Offline,Java Full-stack,5500,2-9-2023 14:3:2,not paid
uuuxgy,tziye,(743)227-691-5,uuuxgytziye@gmail.com,9m12940062,manipal,Online,Java Full-stack,5500,23-9-2021 12:41:39,paid
zkqgrywq,hdcum,(615)173-136-2,zkqgrywqhdcum@yahoo.com,6mp28988113,mite,Online,iot,4000,10-8-2023 10:39:5,paid
uzonku,zcwlm,(123)221-349-1,uzonkuzcwlm@yahoo.com,1nm85679165,nitte,Online,Web Development-15weeks,3000,28-10-2022 13:18:30,not paid
mexskwu,pyglc,(806)434-830-5,mexskwupyglc@yahoo.com,1nm14741261,nitte,Offline,ai-ml,6000,25-7-2023 15:44:6,not paid
lppfnc,uvubm,(125)955-892-6,lppfncuvubm@yahoo.com,1mp11809259,mite,Offline,Cyber Security-l1,5000,20-2-2022 10:14:30,not paid
uvj,hym,(300)071-501-4,uvjhym@yahoo.com,8m45060261,manipal,Online,Web Development,5000,16-4-2022 15:57:2,paid
znxghrx,sftir,(795)288-929-8,znxghrxsftir@gmail.com,7m05206689,manipal,Online,Cyber Security-l1,5000,26-3-2022 16:21:1,paid
dfpadqan,hthfa,(405)679-685-6,dfpadqanhthfa@gmail.com,9sp54103720,sdm,Online,Web Development,5000,24-5-2021 14:30:9,paid
kvwynhrj,vumfb,(372)392-295-5,kvwynhrjvumfb@gmail.com,1al56625298,alvas,Online,Java Full-stack,5500,8-1-2022 13:12:33,paid
dpvtalp,kjmen,(172)026-240-2,dpvtalpkjmen@gmail.com,0sp05361266,sdm,Online,Web Development,5000,26-4-2022 13:51:33,not paid
ucn,pdr,(385)962-808-3,ucnpdr@gmail.com,0m00234009,manipal,Online,Web Development,5000,20-9-2021 10:57:8,paid
dwlzuif,glzaf,(944)692-227-6,dwlzuifglzaf@outlook.com,2al67594798,alvas,Online,iot,4000,19-11-2023 14:52:39,paid
xmyk,yrro,(335)730-706-6,xmykyrro@outlook.com,2al22018578,alvas,Online,Web Development,5000,9-4-2022 13:57:46,not paid
xltyodg,xesfq,(003)619-179-3,xltyodgxesfq@outlook.com,2al57679880,alvas,Online,Web Development-15weeks,3000,3-11-2023 14:55:29,paid
dsopakli,utpkd,(922)926-784-4,dsopakliutpkd@outlook.com,4mp04941700,mite,Online,Cyber Security-l1,5000,8-5-2022 13:13:10,not paid
mchtcnx,rkuco,(673)384-708-0,mchtcnxrkuco@yahoo.com,1sp96052914,sdm,Offline,iot,4000,26-11-2022 10:32:42,paid
girusfl,jswpj,(050)667-103-5,girusfljswpj@outlook.com,0mp35011623,mite,Offline,Cyber Security-l0,4500,7-2-2021 16:13:42,paid
lkjoq,svmqu,(712)954-608-8,lkjoqsvmqu@gmail.com,2mp74677102,mite,Offline,Java Full-stack,5500,17-9-2021 13:56:24,not paid
jgm,zxs,(655)234-403-0,jgmzxs@yahoo.com,0mp20290957,mite,Online,Cyber Security-l1,5000,15-6-2021 17:48:3,not paid
oki,mmj,(458)887-770-6,okimmj@yahoo.com,0nm25760745,nitte,Offline,Web Development-15weeks,3000,26-9-2021 10:58:34,not paid
yizv,tvxi,(348)219-603-4,yizvtvxi@gmail.com,2nm13202865,nitte,Offline,iot,4000,2-11-2021 10:20:10,paid
jxgskd,dlifc,(810)210-398-3,jxgskddlifc@outlook.com,6al40593876,alvas,Online,Web Development,5000,26-9-2022 11:7:28,not paid
bxz,nvt,(446)311-166-9,bxznvt@outlook.com,8nm87770147,nitte,Online,Web Development,5000,9-10-2022 12:11:27,not paid
lljnz,zhuam,(431)273-913-6,lljnzzhuam@outlook.com,3al53548450,alvas,Online,Web Development-15weeks,3000,9-11-2021 17:38:12,not paid
sozzhz,rvgar,(651)218-548-7,sozzhzrvgar@yahoo.com,7mp25131535,mite,Online,ai-ml,6000,26-4-2022 10:55:45,not paid
zbn,idp,(558)799-607-6,zbnidp@outlook.com,4m51169270,manipal,Offline,Java Full-stack,5500,23-8-2023 13:22:49,not paid
qwd,jmo,(299)887-439-6,qwdjmo@outlook.com,4mp56462851,mite,Offline,Web Development,5000,12-4-2023 10:33:16,not paid
gkdwsdb,fsquf,(531)696-981-3,gkdwsdbfsquf@outlook.com,0mp16431067,mite,Online,Web Development,5000,23-8-2021 12:46:29,not paid
jpc,ivg,(469)635-946-5,jpcivg@yahoo.com,1m91428821,manipal,Online,Java Full-stack,5500,16-8-2021 11:24:46,paid
axggogt,zsnec,(973)142-186-1,axggogtzsnec@outlook.com,9mp86966408,mite,Offline,ai-ml,6000,26-12-2021 17:54:19,paid
uryw,ewez,(695)149-891-7,urywewez@yahoo.com,2sp98618414,sdm,Online,Web Development-15weeks,3000,4-4-2023 14:24:1,not paid
nzfq,zvbo,(373)863-451-5,nzfqzvbo@yahoo.com,6sp64309616,sdm,Offline,Java Full-stack,5500,13-12-2023 14:53:37,paid
vfcuknq,yhrrk,(958)174-011-2,vfcuknqyhrrk@outlook.com,5m63188274,manipal,Online,iot,4000,12-2-2023 10:41:22,not paid
bkwioln,rtium,(187)014-429-7,bkwiolnrtium@outlook.com,6mp53988445,mite,Online,ai-ml,6000,26-11-2023 11:41:21,not paid
pxsajocl,kaomu,(130)575-363-5,pxsajoclkaomu@yahoo.com,3al55167725,alvas,Online,Cyber Security-l1,5000,6-1-2021 16:45:44,not paid
ijg,ihd,(091)619-050-2,ijgihd@outlook.com,4sp71100710,sdm,Offline,Web Development,5000,14-3-2022 14:33:17,paid
kyr,cab,(142)381-578-7,kyrcab@outlook.com,5nm78774519,nitte,Offline,iot,4000,8-7-2023 10:47:25,not paid
dphu,lgjq,(615)110-525-2,dphulgjq@gmail.com,2sp73501321,sdm,Online,Cyber Security-l1,5000,15-4-2022 13:39:31,paid
cwzfsohi,mmaju,(285)234-579-3,cwzfsohimmaju@yahoo.com,3al17298674,alvas,Online,Web Development-15weeks,3000,28-3-2022 16:40:13,paid
xdymz,iubny,(279)650-021-6,xdymziubny@gmail.com,4m30081864,manipal,Offline,Cyber Security-l1,5000,8-11-2022 14:19:31,not paid
kzgaxtk,qcdva,(450)111-869-9,kzgaxtkqcdva@gmail.com,7nm11415728,nitte,Offline,ai-ml,6000,25-5-2022 11:54:28,not paid
myk,kye,(707)721-367-5,mykkye@outlook.com,1m36827617,manipal,Offline,iot,4000,15-6-2021 17:45:30,not paid
nrzaewlo,upzgy,(336)047-756-5,nrzaewloupzgy@yahoo.com,4nm93023453,nitte,Online,Cyber Security-l1,5000,8-6-2022 12:40:10,not paid
wsgo,ghan,(629)718-689-0,wsgoghan@outlook.com,7al78955296,alvas,Offline,Cyber Security-l0,4500,28-11-2022 16:53:43,not paid
oymtf,xgjkc,(095)355-524-5,oymtfxgjkc@gmail.com,7al83260555,alvas,Offline,Cyber Security-l1,5000,5-12-2021 16:23:21,paid
zbjdvgyg,zzzqu,(934)164-085-8,zbjdvgygzzzqu@gmail.com,5sp49271871,sdm,Offline,Web Development-15weeks,3000,20-12-2023 17:41:37,not paid
xwh,qlr,(451)672-060-9,xwhqlr@outlook.com,8al20912061,alvas,Offline,Web Development,5000,23-10-2021 14:53:36,paid
plxg,ilox,(796)459-385-2,plxgilox@gmail.com,5nm18352081,nitte,Offline,ai-ml,6000,16-2-2023 15:34:8,not paid
pbivcua,ettrg,(223)344-879-8,pbivcuaettrg@yahoo.com,7nm85511301,nitte,Online,Cyber Security-l1,5000,27-4-2021 14:25:44,not paid
yeecsjf,odxqz,(537)734-819-0,yeecsjfodxqz@yahoo.com,0sp66279172,sdm,Online,Cyber Security-l0,4500,28-8-2022 12:49:18,not paid
gyca,zofz,(684)226-914-2,gycazofz@yahoo.com,0al68926059,alvas,Offline,Web Development-15weeks,3000,1-10-2022 15:11:30,not paid
mabe,mjhi,(135)934-893-0,mabemjhi@yahoo.com,5sp83186328,sdm,Offline,iot,4000,3-9-2021 17:12:13,paid
mwmxqw,hppkx,(228)709-997-5,mwmxqwhppkx@yahoo.com,1nm16868717,nitte,Offline,Java Full-stack,5500,1-4-2023 17:9:46,paid
xzsw,ytib,(876)518-946-6,xzswytib@yahoo.com,5mp22519784,mite,Online,Cyber Security-l0,4500,2-2-2023 11:18:28,not paid
cawzw,fvqeh,(018)086-016-1,cawzwfvqeh@yahoo.com,8mp81771916,mite,Offline,Cyber Security-l0,4500,8-3-2022 10:41:29,paid
dhbmm,hckxc,(394)583-217-6,dhbmmhckxc@gmail.com,6nm39605774,nitte,Offline,iot,4000,14-7-2021 13:59:36,paid
gmivsqy,dwivp,(800)810-680-7,gmivsqydwivp@outlook.com,1sp64869694,sdm,Online,Java Full-stack,5500,15-1-2022 10:38:29,paid
pxmxk,ljura,(950)936-261-0,pxmxkljura@gmail.com,8sp13712664,sdm,Offline,Cyber Security-l0,4500,14-5-2022 15:21:33,paid
vuelqe,kjytf,(175)941-926-0,vuelqekjytf@yahoo.com,7mp31000145,mite,Online,ai-ml,6000,19-2-2023 16:42:17,not paid
csh,fwa,(886)422-358-7,cshfwa@yahoo.com,3mp91729524,mite,Online,Cyber Security-l1,5000,17-11-2022 15:50:6,paid
